Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Delay,Discount Binned,Discounted Revenue,Profit Margin,Order Month,Order Quarter,Order DayOfWeek,Order Year,Is Holiday Week
Second Class,Corporate,Seattle,Washington,98105,West,Technology,Accessories,1287.45,5,0.0,244.6155,2,No Discount,1287.45,0.19,June,2,Tuesday,2017,No
Standard Class,Consumer,San Francisco,California,94122,West,Office Supplies,Labels,43.86,6,0.0,20.6142,6,No Discount,43.86,0.47,October,4,Monday,2017,No
Second Class,Corporate,Los Angeles,California,90004,West,Furniture,Chairs,195.184,1,0.2,19.5184,5,11-20%,156.1472,0.1,July,3,Saturday,2016,No
First Class,Corporate,Houston,Texas,77041,Central,Office Supplies,Paper,27.216,3,0.2,9.8658,2,11-20%,21.7728,0.3625,August,3,Thursday,2015,No
First Class,Consumer,San Francisco,California,94109,West,Office Supplies,Binders,10.92,3,0.2,4.095,1,11-20%,8.736,0.375,July,3,Thursday,2015,No
Standard Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Paper,20.94,3,0.0,9.8418,4,No Discount,20.94,0.47,August,3,Tuesday,2014,No
Standard Class,Consumer,San Francisco,California,94109,West,Furniture,Furnishings,22.14,3,0.0,6.4206,7,No Discount,22.14,0.29,June,2,Sunday,2016,No
Second Class,Consumer,New York City,New York,10035,East,Furniture,Chairs,3785.292,6,0.1,420.588,5,0-10%,3406.7628,0.111111111,September,3,Friday,2014,No
Second Class,Corporate,Woodland,California,95695,West,Office Supplies,Labels,3.75,1,0.0,1.8,2,No Discount,3.75,0.48,October,4,Friday,2017,No
Same Day,Corporate,Garden City,Kansas,67846,Central,Office Supplies,Storage,33.29,1,0.0,7.9896,0,No Discount,33.29,0.24,November,4,Friday,2017,Yes
Second Class,Consumer,Long Beach,California,90805,West,Office Supplies,Fasteners,7.89,1,0.0,3.5505,2,No Discount,7.89,0.45,January,1,Saturday,2017,No
Standard Class,Corporate,Alexandria,Virginia,22304,South,Furniture,Furnishings,192.22,14,0.0,69.1992,5,No Discount,192.22,0.36,January,1,Sunday,2015,No
Same Day,Consumer,Columbia,South Carolina,29203,South,Office Supplies,Storage,354.9,5,0.0,17.745,0,No Discount,354.9,0.05,March,1,Tuesday,2014,No
Standard Class,Corporate,Franklin,Massachusetts,2038,East,Office Supplies,Binders,122.94,3,0.0,59.0112,4,No Discount,122.94,0.48,July,3,Thursday,2015,No
First Class,Corporate,Los Angeles,California,90036,West,Office Supplies,Binders,26.976,4,0.2,8.7672,2,11-20%,21.5808,0.325,November,4,Monday,2016,No
Standard Class,Corporate,New York City,New York,10009,East,Furniture,Furnishings,12.56,2,0.0,4.0192,4,No Discount,12.56,0.32,May,2,Monday,2016,No
Standard Class,Consumer,Los Angeles,California,90008,West,Office Supplies,Binders,30.84,5,0.2,9.6375,4,11-20%,24.672,0.3125,March,1,Thursday,2017,No
Standard Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Storage,64.96,2,0.0,2.5984,4,No Discount,64.96,0.04,April,2,Friday,2016,No
Standard Class,Home Office,San Francisco,California,94122,West,Office Supplies,Binders,24.192,9,0.2,7.56,4,11-20%,19.3536,0.3125,November,4,Friday,2015,No
Same Day,Corporate,Riverside,California,92503,West,Office Supplies,Paper,12.96,2,0.0,6.2208,0,No Discount,12.96,0.48,December,4,Monday,2015,No
Standard Class,Home Office,Fargo,North Dakota,58103,Central,Office Supplies,Binders,25.9,5,0.0,12.691,5,No Discount,25.9,0.49,December,4,Thursday,2017,No
Standard Class,Corporate,San Antonio,Texas,78207,Central,Office Supplies,Binders,23.912,2,0.8,-40.6504,4,41-100%,4.7824,-1.7,November,4,Monday,2015,No
Standard Class,Consumer,Phoenix,Arizona,85023,West,Technology,Phones,111.984,2,0.2,11.1984,5,11-20%,89.5872,0.1,December,4,Thursday,2015,Yes
Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Technology,Phones,791.964,6,0.4,-131.994,7,31-40%,475.1784,-0.166666667,September,3,Monday,2015,Yes
Standard Class,Consumer,Lakewood,California,90712,West,Furniture,Bookcases,257.499,3,0.15,24.2352,4,11-20%,218.87415,0.094117647,April,2,Sunday,2016,No
Standard Class,Consumer,Los Angeles,California,90004,West,Furniture,Furnishings,14.76,2,0.0,4.2804,7,No Discount,14.76,0.29,December,4,Thursday,2016,No
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Binders,186.144,6,0.2,60.4968,5,11-20%,148.9152,0.325,June,2,Tuesday,2016,No
Standard Class,Consumer,Columbia,South Carolina,29203,South,Office Supplies,Paper,23.92,4,0.0,11.7208,5,No Discount,23.92,0.49,September,3,Monday,2015,No
Second Class,Home Office,Chicago,Illinois,60653,Central,Office Supplies,Paper,3.808,1,0.2,1.2376,2,11-20%,3.0464,0.325,October,4,Monday,2014,No
Standard Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Storage,72.784,1,0.2,-18.196,6,11-20%,58.2272,-0.25,April,2,Monday,2017,No
Standard Class,Consumer,New York City,New York,10024,East,Furniture,Bookcases,314.352,3,0.2,-15.7176,5,11-20%,251.4816,-0.05,October,4,Monday,2017,No
Second Class,Consumer,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,42.81,3,0.0,20.1207,5,No Discount,42.81,0.47,September,3,Sunday,2014,No
Standard Class,Consumer,Los Angeles,California,90032,West,Furniture,Furnishings,12.56,2,0.0,4.0192,4,No Discount,12.56,0.32,June,2,Friday,2015,No
Standard Class,Home Office,Philadelphia,Pennsylvania,19140,East,Technology,Phones,776.85,5,0.4,-181.265,5,31-40%,466.11,-0.233333333,March,1,Saturday,2017,No
Standard Class,Consumer,Virginia Beach,Virginia,23464,South,Office Supplies,Envelopes,251.58,7,0.0,113.211,6,No Discount,251.58,0.45,October,4,Thursday,2017,No
Second Class,Consumer,Portland,Oregon,97206,West,Office Supplies,Art,120.768,4,0.2,9.0576,4,11-20%,96.6144,0.075,November,4,Friday,2014,No
Second Class,Consumer,Hampton,Virginia,23666,South,Office Supplies,Appliances,44.43,3,0.0,18.6606,5,No Discount,44.43,0.42,November,4,Sunday,2015,No
Standard Class,Consumer,Houston,Texas,77036,Central,Office Supplies,Storage,137.352,3,0.2,8.5845,6,11-20%,109.8816,0.0625,March,1,Saturday,2014,No
Second Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Fasteners,21.48,6,0.0,10.74,2,No Discount,21.48,0.5,July,3,Monday,2016,No
Standard Class,Consumer,San Diego,California,92024,West,Furniture,Chairs,225.296,2,0.2,22.5296,4,11-20%,180.2368,0.1,July,3,Friday,2017,No
Second Class,Consumer,Olympia,Washington,98502,West,Furniture,Chairs,603.92,5,0.2,45.294,2,11-20%,483.136,0.075,December,4,Monday,2014,No
Standard Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Storage,646.2,5,0.2,-8.0775,4,11-20%,516.96,-0.0125,November,4,Monday,2014,No
First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,55.6,5,0.2,6.255,3,11-20%,44.48,0.1125,September,3,Tuesday,2015,No
Second Class,Corporate,Providence,Rhode Island,2908,East,Furniture,Bookcases,220.98,1,0.0,50.8254,5,No Discount,220.98,0.23,December,4,Friday,2017,No
Standard Class,Consumer,Los Angeles,California,90045,West,Office Supplies,Paper,32.4,5,0.0,15.552,5,No Discount,32.4,0.48,June,2,Friday,2016,No
Second Class,Home Office,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,18.272,1,0.2,5.9384,3,11-20%,14.6176,0.325,May,2,Tuesday,2015,No
Second Class,Consumer,Elkhart,Indiana,46514,Central,Technology,Accessories,159.75,5,0.0,11.1825,2,No Discount,159.75,0.07,July,3,Sunday,2017,No
Standard Class,Consumer,Parma,Ohio,44134,East,Office Supplies,Art,5.248,2,0.2,0.5904,7,11-20%,4.1984,0.1125,June,2,Tuesday,2017,No
Standard Class,Consumer,Atlanta,Georgia,30318,South,Office Supplies,Art,8.34,3,0.0,2.1684,6,No Discount,8.34,0.26,March,1,Monday,2015,No
Second Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Paper,6.48,1,0.0,3.1104,3,No Discount,6.48,0.48,August,3,Friday,2016,No
Standard Class,Corporate,Jacksonville,Florida,32216,South,Furniture,Tables,383.438,4,0.45,-167.3184,4,41-100%,210.8909,-0.436363636,September,3,Sunday,2016,No
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Paper,32.4,5,0.0,15.552,5,No Discount,32.4,0.48,September,3,Tuesday,2017,No
Second Class,Consumer,New York City,New York,10011,East,Furniture,Chairs,172.764,2,0.1,32.6332,2,0-10%,155.4876,0.188888889,June,2,Saturday,2017,No
Standard Class,Consumer,Columbia,South Carolina,29203,South,Office Supplies,Binders,14.6,2,0.0,6.862,5,No Discount,14.6,0.47,September,3,Monday,2015,No
Standard Class,Corporate,Glendale,Arizona,85301,West,Office Supplies,Paper,19.008,3,0.2,6.8904,7,11-20%,15.2064,0.3625,April,2,Tuesday,2014,No
First Class,Corporate,Seattle,Washington,98105,West,Office Supplies,Paper,5.28,1,0.0,2.376,2,No Discount,5.28,0.45,April,2,Thursday,2017,No
Standard Class,Consumer,El Paso,Texas,79907,Central,Office Supplies,Storage,129.552,3,0.2,-22.6716,4,11-20%,103.6416,-0.175,March,1,Saturday,2014,No
First Class,Consumer,Rochester,New York,14609,East,Technology,Phones,359.97,3,0.0,100.7916,2,No Discount,359.97,0.28,November,4,Monday,2016,No
Standard Class,Corporate,Parker,Colorado,80134,West,Office Supplies,Binders,14.952,2,0.7,-11.9616,5,41-100%,4.4856,-0.8,May,2,Monday,2016,Yes
Standard Class,Consumer,Columbus,Indiana,47201,Central,Office Supplies,Binders,43.41,1,0.0,19.9686,6,No Discount,43.41,0.46,May,2,Monday,2017,Yes
Standard Class,Home Office,Superior,Wisconsin,54880,Central,Office Supplies,Paper,45.36,7,0.0,21.7728,5,No Discount,45.36,0.48,May,2,Monday,2016,Yes
Second Class,Consumer,Everett,Massachusetts,2149,East,Furniture,Bookcases,782.94,3,0.0,203.5644,2,No Discount,782.94,0.26,September,3,Friday,2017,No
Standard Class,Home Office,Virginia Beach,Virginia,23464,South,Technology,Accessories,53.25,3,0.0,20.7675,7,No Discount,53.25,0.39,March,1,Sunday,2017,No
Second Class,Corporate,New York City,New York,10009,East,Furniture,Bookcases,579.136,4,0.2,21.7176,4,11-20%,463.3088,0.0375,July,3,Thursday,2016,No
Second Class,Consumer,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,31.968,2,0.2,6.3936,5,11-20%,25.5744,0.2,January,1,Thursday,2017,No
Standard Class,Consumer,Quincy,Illinois,62301,Central,Office Supplies,Art,19.56,5,0.2,1.7115,7,11-20%,15.648,0.0875,June,2,Thursday,2017,No
First Class,Corporate,Conroe,Texas,77301,Central,Office Supplies,Storage,111.672,9,0.2,6.9795,3,11-20%,89.3376,0.0625,November,4,Tuesday,2016,No
First Class,Corporate,Huntsville,Texas,77340,Central,Office Supplies,Paper,41.472,8,0.2,14.5152,1,11-20%,33.1776,0.35,July,3,Saturday,2016,No
First Class,Corporate,New York City,New York,10009,East,Office Supplies,Fasteners,3.68,2,0.0,1.8032,3,No Discount,3.68,0.49,December,4,Friday,2016,No
Second Class,Home Office,Los Angeles,California,90036,West,Office Supplies,Paper,23.12,4,0.0,11.3288,2,No Discount,23.12,0.49,February,1,Sunday,2017,No
Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Technology,Phones,285.576,4,0.4,-57.1152,5,31-40%,171.3456,-0.2,July,3,Monday,2017,No
Standard Class,Corporate,San Francisco,California,94122,West,Furniture,Tables,272.848,1,0.2,27.2848,4,11-20%,218.2784,0.1,July,3,Monday,2014,No
Standard Class,Home Office,Richmond,Kentucky,40475,South,Office Supplies,Storage,1443.96,12,0.0,375.4296,6,No Discount,1443.96,0.26,November,4,Friday,2017,Yes
Same Day,Consumer,Skokie,Illinois,60076,Central,Furniture,Furnishings,56.328,3,0.6,-26.7558,0,41-100%,22.5312,-0.475,December,4,Thursday,2017,No
Second Class,Corporate,New York City,New York,10024,East,Office Supplies,Binders,15.92,5,0.2,5.373,3,11-20%,12.736,0.3375,November,4,Sunday,2017,No
Standard Class,Consumer,Los Angeles,California,90045,West,Technology,Machines,2973.32,7,0.2,334.4985,4,11-20%,2378.656,0.1125,May,2,Friday,2015,No
Standard Class,Consumer,Atlanta,Georgia,30318,South,Office Supplies,Art,2.74,1,0.0,0.7398,6,No Discount,2.74,0.27,March,1,Monday,2015,No
Standard Class,Consumer,Des Moines,Washington,98198,West,Technology,Copiers,999.98,2,0.0,449.991,6,No Discount,999.98,0.45,September,3,Friday,2016,No
Second Class,Corporate,San Francisco,California,94109,West,Technology,Accessories,111.96,4,0.0,21.2724,5,No Discount,111.96,0.19,March,1,Friday,2017,No
Second Class,Consumer,New York City,New York,10009,East,Office Supplies,Art,12.42,3,0.0,5.2164,4,No Discount,12.42,0.42,October,4,Friday,2016,No
Same Day,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,2.946,2,0.7,-2.0622,0,41-100%,0.8838,-0.7,September,3,Friday,2015,No
Standard Class,Corporate,Baltimore,Maryland,21215,East,Office Supplies,Binders,20.86,2,0.0,9.387,5,No Discount,20.86,0.45,April,2,Monday,2014,No
Second Class,Corporate,Apple Valley,California,92307,West,Office Supplies,Envelopes,57.9,5,0.0,28.95,2,No Discount,57.9,0.5,July,3,Monday,2017,No
First Class,Consumer,Parma,Ohio,44134,East,Office Supplies,Paper,7.968,2,0.2,2.8884,2,11-20%,6.3744,0.3625,October,4,Wednesday,2014,No
First Class,Corporate,Rochester,New York,14609,East,Office Supplies,Paper,12.96,2,0.0,6.2208,2,No Discount,12.96,0.48,December,4,Thursday,2015,Yes
Standard Class,Consumer,New York City,New York,10035,East,Office Supplies,Art,3.28,2,0.0,1.476,7,No Discount,3.28,0.45,April,2,Tuesday,2016,No
Second Class,Home Office,Chattanooga,Tennessee,37421,South,Technology,Machines,91.475,1,0.5,-1.8295,3,41-100%,45.7375,-0.02,June,2,Thursday,2016,No
First Class,Consumer,Lancaster,Ohio,43130,East,Office Supplies,Storage,55.92,5,0.2,6.291,3,11-20%,44.736,0.1125,April,2,Saturday,2016,No
Same Day,Corporate,Detroit,Michigan,48234,Central,Office Supplies,Storage,418.32,7,0.0,117.1296,0,No Discount,418.32,0.28,November,4,Wednesday,2015,No
Standard Class,Corporate,Saint Louis,Missouri,63116,Central,Office Supplies,Supplies,52.59,3,0.0,15.777,6,No Discount,52.59,0.3,July,3,Friday,2015,No
Second Class,Corporate,Arvada,Colorado,80004,West,Office Supplies,Labels,6.264,3,0.2,2.0358,2,11-20%,5.0112,0.325,September,3,Monday,2016,No
Same Day,Corporate,San Diego,California,92105,West,Furniture,Tables,567.12,10,0.2,-28.356,0,11-20%,453.696,-0.05,May,2,Tuesday,2014,No
Same Day,Home Office,Seattle,Washington,98105,West,Technology,Machines,2395.2,6,0.2,209.58,0,11-20%,1916.16,0.0875,July,3,Monday,2017,No
Standard Class,Consumer,Richmond,Virginia,23223,South,Office Supplies,Binders,43.04,8,0.0,21.0896,4,No Discount,43.04,0.49,June,2,Friday,2015,No
First Class,Consumer,Los Angeles,California,90032,West,Office Supplies,Appliances,1101.48,4,0.0,429.5772,3,No Discount,1101.48,0.39,November,4,Thursday,2016,No
Standard Class,Corporate,New York City,New York,10009,East,Furniture,Chairs,163.764,2,0.1,25.4744,5,0-10%,147.3876,0.155555556,July,3,Thursday,2017,No
Same Day,Corporate,Newark,Ohio,43055,East,Office Supplies,Art,13.248,4,0.2,3.6432,0,11-20%,10.5984,0.275,December,4,Wednesday,2017,No
Standard Class,Consumer,Philadelphia,Pennsylvania,19120,East,Technology,Copiers,8399.976,4,0.4,1119.9968,4,31-40%,5039.9856,0.133333333,May,2,Monday,2016,No
Standard Class,Consumer,Auburn,New York,13021,East,Office Supplies,Storage,105.98,2,0.0,4.2392,6,No Discount,105.98,0.04,September,3,Saturday,2015,No
Standard Class,Consumer,Laredo,Texas,78041,Central,Technology,Accessories,191.976,3,0.2,23.997,6,11-20%,153.5808,0.125,October,4,Thursday,2016,No
Standard Class,Consumer,Detroit,Michigan,48227,Central,Office Supplies,Labels,28.91,7,0.0,13.2986,4,No Discount,28.91,0.46,June,2,Monday,2015,No
Standard Class,Consumer,Newark,Delaware,19711,East,Technology,Machines,65.97,3,0.0,31.0059,6,No Discount,65.97,0.47,June,2,Tuesday,2014,No
Standard Class,Consumer,Houston,Texas,77095,Central,Office Supplies,Binders,12.176,4,0.8,-18.8728,7,41-100%,2.4352,-1.55,April,2,Tuesday,2015,No
Standard Class,Home Office,Columbus,Georgia,31907,South,Office Supplies,Binders,29.84,2,0.0,13.428,4,No Discount,29.84,0.45,May,2,Thursday,2017,No
Standard Class,Consumer,San Diego,California,92105,West,Office Supplies,Supplies,32.94,3,0.0,9.2232,5,No Discount,32.94,0.28,August,3,Thursday,2015,No
Second Class,Corporate,Houston,Texas,77041,Central,Technology,Machines,597.132,3,0.4,49.761,3,31-40%,358.2792,0.083333333,July,3,Monday,2017,No
Standard Class,Consumer,Philadelphia,Pennsylvania,19120,East,Technology,Phones,143.982,3,0.4,-28.7964,5,31-40%,86.3892,-0.2,July,3,Saturday,2016,No
Standard Class,Corporate,Los Angeles,California,90036,West,Technology,Accessories,559.92,8,0.0,190.3728,6,No Discount,559.92,0.34,November,4,Thursday,2016,Yes
Standard Class,Consumer,Wichita,Kansas,67212,Central,Office Supplies,Labels,18.9,3,0.0,8.694,4,No Discount,18.9,0.46,June,2,Monday,2016,No
First Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Storage,169.68,6,0.0,45.8136,3,No Discount,169.68,0.27,November,4,Saturday,2017,No
Same Day,Consumer,Redlands,California,92374,West,Office Supplies,Art,35.4,5,0.0,13.452,0,No Discount,35.4,0.38,September,3,Monday,2016,No
Standard Class,Consumer,Medford,Oregon,97504,West,Office Supplies,Paper,24.784,1,0.2,7.745,5,11-20%,19.8272,0.3125,November,4,Thursday,2016,Yes
Standard Class,Corporate,Carrollton,Texas,75007,Central,Technology,Accessories,95.968,4,0.2,26.3912,6,11-20%,76.7744,0.275,June,2,Monday,2016,No
Standard Class,Home Office,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,443.92,4,0.0,13.3176,7,No Discount,443.92,0.03,July,3,Saturday,2017,No
Standard Class,Corporate,Columbus,Indiana,47201,Central,Office Supplies,Binders,497.94,3,0.0,224.073,5,No Discount,497.94,0.45,November,4,Monday,2017,Yes
Standard Class,Corporate,Seattle,Washington,98103,West,Office Supplies,Supplies,238.62,2,0.0,4.7724,4,No Discount,238.62,0.02,February,1,Friday,2014,No
Standard Class,Consumer,Tucson,Arizona,85705,West,Technology,Accessories,479.04,10,0.2,-29.94,4,11-20%,383.232,-0.0625,July,3,Wednesday,2014,No
Standard Class,Consumer,Paterson,New Jersey,7501,East,Technology,Phones,281.97,3,0.0,78.9516,7,No Discount,281.97,0.28,December,4,Thursday,2017,No
Standard Class,Consumer,Nashville,Tennessee,37211,South,Office Supplies,Binders,11.277,3,0.7,-8.6457,4,41-100%,3.3831,-0.766666667,May,2,Sunday,2016,No
Standard Class,Consumer,Houston,Texas,77041,Central,Technology,Phones,537.544,7,0.2,47.0351,6,11-20%,430.0352,0.0875,March,1,Saturday,2017,No
First Class,Corporate,Los Angeles,California,90008,West,Furniture,Bookcases,305.9745,3,0.15,25.1979,2,11-20%,260.078325,0.082352941,November,4,Sunday,2014,No
First Class,Home Office,Troy,Ohio,45373,East,Furniture,Furnishings,30.144,2,0.2,8.2896,3,11-20%,24.1152,0.275,February,1,Friday,2017,No
Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Binders,2.688,1,0.2,0.84,6,11-20%,2.1504,0.3125,June,2,Monday,2014,No
Standard Class,Consumer,Virginia Beach,Virginia,23464,South,Office Supplies,Paper,105.52,4,0.0,48.5392,6,No Discount,105.52,0.46,December,4,Sunday,2014,No
Second Class,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,6.848,2,0.2,0.5992,3,11-20%,5.4784,0.0875,September,3,Thursday,2015,No
Second Class,Consumer,Quincy,Massachusetts,2169,East,Office Supplies,Binders,29.0,5,0.0,13.92,5,No Discount,29.0,0.48,August,3,Saturday,2016,No
Second Class,Corporate,Mcallen,Texas,78501,Central,Office Supplies,Art,74.352,3,0.2,6.5058,4,11-20%,59.4816,0.0875,April,2,Saturday,2015,No
Second Class,Consumer,Oceanside,New York,11572,East,Furniture,Furnishings,20.32,4,0.0,6.9088,2,No Discount,20.32,0.34,March,1,Saturday,2016,No
Standard Class,Consumer,Chicago,Illinois,60623,Central,Office Supplies,Binders,1.728,4,0.8,-2.7648,6,41-100%,0.3456,-1.6,March,1,Sunday,2016,No
Standard Class,Home Office,Hialeah,Florida,33012,South,Furniture,Bookcases,339.92,5,0.2,8.498,6,11-20%,271.936,0.025,November,4,Thursday,2016,Yes
Second Class,Home Office,Houston,Texas,77095,Central,Office Supplies,Labels,2.464,1,0.2,0.8624,2,11-20%,1.9712,0.35,March,1,Saturday,2017,No
Standard Class,Consumer,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,39.992,1,0.2,7.4985,4,11-20%,31.9936,0.1875,March,1,Thursday,2016,No
First Class,Corporate,Raleigh,North Carolina,27604,South,Office Supplies,Binders,2.892,2,0.7,-2.3136,2,41-100%,0.8676,-0.8,July,3,Thursday,2015,No
Same Day,Corporate,Los Angeles,California,90032,West,Office Supplies,Binders,7.752,3,0.2,2.8101,0,11-20%,6.2016,0.3625,June,2,Tuesday,2016,No
Second Class,Consumer,San Jose,California,95123,West,Office Supplies,Envelopes,158.13,3,0.0,77.4837,2,No Discount,158.13,0.49,November,4,Saturday,2016,No
